Type,Name,Middle,Transitional,Recovered
Functional,Communication of cells,-1.467,-1.107,0.517
Functional,Activation of T lymphocytes,1.455,1.033,0.536
Functional,Infection by DNA virus,-1.741,0.152,0.555
Functional,Synthesis of prostaglandin E2,1.276,0.309,0.568
Functional,Abnormal neutrophil count,0.571,-1.223,0.602
Functional,Cell death of connective tissue cells,2.188,1.48,0.61
Functional,Chemotaxis,1.732,-0.207,0.615
Functional,Infection by RNA virus,-2.438,-2.29,0.625
Functional,Quantity of granulocytes,0.027,-1.176,0.636
Functional,Proliferation of smooth muscle cells,-0.164,-1.451,0.66
Functional,Infection of cells,-1.391,-1,0.674
Functional,Cell death of myeloid cells,1.701,0.044,0.693
Functional,Abdominal lesion,2.094,0.688,0.709
Functional,Neuronal cell death,,1.025,0.719
Functional,Synthesis of eicosanoid,1.266,-0.189,0.731
Functional,Transcription of RNA,-0.731,1.657,0.742
Functional,Inflammation of airway,1.641,0.16,0.799
Functional,Degranulation of mast cells,,1.253,0.827
Functional,Necrosis of liver,2.772,-0.395,0.835
Functional,Synthesis of prostaglandin,2.156,0.377,0.881
Functional,Inflammation of gastrointestinal tract,1.256,1.11,0.895
Functional,Proliferation of CD4+ T-lymphocytes,-1.077,,0.896
Functional,Apoptosis of connective tissue cells,1.521,2.042,0.91
Functional,Recruitment of mononuclear leukocytes,2.114,-0.578,0.94
Functional,Apoptosis of antigen presenting cells,2.276,0.954,0.965
Functional,Apoptosis of neutrophils,-0.358,1.357,1
Functional,Colon cancer,,,1
Functional,Chronic inflammation,,,1
Functional,Activation of CD4+ T-lymphocytes,,,1
Functional,Cell movement of dendritic cells,1.805,0.709,1.021
Functional,Apoptosis of phagocytes,1.456,0.987,1.028
Functional,Production of reactive oxygen species,1.211,0.516,1.034
Functional,Pulmonary hypertension,,-0.068,1.067
Functional,Hypertension of blood vessel,,-0.068,1.067
Functional,Apoptosis of macrophages,2.468,0.13,1.067
Functional,Extrahepatic metastasis,,1.082,1.067
Functional,Proliferation of phagocytes,0.018,0.537,1.069
Functional,Cell death of breast cancer cell lines,,,1.076
Functional,Cell movement of antigen presenting cells,1.189,-0.09,1.081
Functional,Quantity of monocytes,2.122,-0.036,1.082
Functional,Infection by Retroviridae,-0.631,,1.1
Functional,Proliferation of bone marrow cell lines,,,1.103
Functional,Pulmonary fibrosis or aplastic anemia,-0.373,-0.256,1.107
Functional,Fibrosis of lung,-0.373,,1.107
Functional,Infection of mammalia,-2.682,-1.186,1.116
Functional,TH1 immune response,-0.47,0.347,1.127
Functional,Immune mediated inflammatory disease,1.735,-0.246,1.154
Functional,Differentiation of B lymphocytes,-0.691,1.011,1.16
Functional,Polyarthritis,0.242,0.312,1.172
Functional,Collagen-induced arthritis,-0.158,,1.172
Functional,Hyperplasia of skin,,,1.172
Functional,Migration of dendritic cells,,0.686,1.195
Functional,Cytotoxicity of natural killer cells,0.358,1.692,1.198
Functional,Synthesis of leukotriene,,-0.293,1.206
Functional,Activation of tumor cell lines,-0.534,0.415,1.206
Functional,Experimentally-induced arthritis,0.187,0.803,1.206
Functional,Lung injury,1.645,-0.856,1.234
Functional,Quantity of eosinophils,0.605,0.249,1.251
Functional,Signaling of cells,0.601,,1.253
Functional,Necrosis,2.263,2.053,1.269
Functional,Cell death of carcinoma cell lines,,,1.288
Functional,Renal lesion,-0.278,-0.199,1.329
Functional,Cell cycle progression,0.395,0.574,1.331
Functional,Enlargement of spleen,1.181,-0.239,1.342
Functional,Abnormal morphology of spleen,1.181,-0.239,1.342
Functional,Activation of B lymphocytes,0.577,0.762,1.342
Functional,Apoptosis of granulocytes,-0.48,1.277,1.342
Functional,Apoptosis of epithelial cells,2.445,1.232,1.373
Functional,Myeloid hyperplasia,,,1.387
Functional,Apoptosis of myeloid cells,1.068,0.586,1.391
Functional,Maturation of dendritic cells,1.57,0.36,1.408
Functional,Inflammation of absolute anatomical region,0.31,0.585,1.416
Functional,Abnormal morphology of lymphoid organ,1.181,-0.431,1.452
Functional,Damage of lung,0.946,-1.402,1.461
Functional,Antimicrobial response,3.072,1.448,1.484
Functional,Recruitment of T lymphocytes,2.416,1.237,1.539
Functional,Cell death of immune cells,1.283,1.256,1.611
Functional,Apoptosis,2.367,2.221,1.64
Functional,Innate immune response,1.349,1.195,1.664
Functional,Quantity of interleukin,0.017,0.194,1.703
Functional,Connective or soft tissue tumor,,-1.414,1.732
Functional,Nephritis,0.672,1.324,1.746
Functional,Cardiomyopathy,0.081,-0.687,1.747
Functional,Size of lesion,0.007,-0.719,1.76
Functional,Apoptosis of epithelial cell lines,1.001,,1.841
Functional,Organismal death,1.632,-0.092,1.921
Functional,Antiviral response,2.613,2.114,1.937
Functional,Hypoplasia of lymphatic system,,,1.938
Functional,Apoptosis of leukocyte cell lines,0.94,3.071,1.948
Functional,Fibrosis,-0.1,-0.509,1.961
Functional,Disease of retina,0.93,-1.286,1.992
Functional,Neuromuscular disease with neuropathy,1.89,2.236,2
Functional,Progressive neuromuscular disease,1.89,2.236,2
Functional,Multiple sclerosis,1.89,2.236,2
Functional,Inflammatory demyelinating disease,1.89,2.236,2
Functional,Progressive motor neuropathy,2.121,2.236,2
Functional,Relapsed multiple sclerosis,2.449,2.236,2
Functional,Progressive neurological disorder,1.667,2.449,2
Functional,Apoptosis of lymphoid organ,0.455,2.027,2.072
Functional,Quantity of cytokine,0.783,0.147,2.082
Functional,Quantity of protein in blood,1.226,1.013,2.083
Functional,Quantity of IL-6 in blood,,0.816,2.121
Functional,Chemotaxis of antigen presenting cells,0.998,0.254,2.144
Functional,Abnormal morphology of abdomen,1.264,0.35,2.147
Functional,Parasitic Infection,-1.04,-0.184,2.156
Functional,Cell death of leukocyte cell lines,1.331,3.5,2.345
Functional,Cell death of epithelial cells,3.12,2.047,2.349
Functional,Apoptosis of T lymphocytes,0.535,1.686,2.442
Functional,Apoptosis of mononuclear leukocytes,0.433,1.447,2.522
Functional,Apoptosis of thymocytes,0.412,1.887,2.562
Functional,Apoptosis of leukocytes,1.022,1.558,2.588
Functional,Cell death of epithelial cell lines,1.827,,2.597
Functional,Cell death of mononuclear leukocytes,0.857,1.393,2.734
Functional,Apoptosis of hematopoietic progenitor cells,0.883,2.124,2.743
Functional,Cell death of T lymphocytes,0.672,1.89,2.766
Functional,Apoptosis of lymphocytes,0.531,1.595,2.87
Functional,Necrosis of epithelial tissue,2.745,2.409,2.883
Functional,Visceromegaly,-0.189,-0.574,3.031
Functional,Abnormal morphology of body cavity,0.413,-0.584,3.215
Functional,Cell death of lymphocytes,1.085,1.483,3.29
Functional,Viral life cycle,,-2.804,
Functional,Development of body trunk,-1.031,-2.547,
Functional,Development of progenitor cells,,-2.43,
Functional,Depletion of mononuclear leukocytes,,-2.412,
Functional,Transmembrane potential,,-2.408,
Functional,Vascularization of absolute anatomical region,,-2.4,
Functional,Transmembrane potential of mitochondria,,-2.229,
Functional,Upper abdominal cancer,-0.382,-2.217,
Functional,Adhesion of blood cells,0.673,-2.214,
Functional,Replication of Paramyxoviridae,,-2.211,
Functional,Binding of blood cells,0.264,-2.2,
Functional,Activation of endothelial cells,,-2.2,
Functional,Synthesis of DNA,,-2.193,
Functional,Liver cancer,0.012,-2.184,
Functional,Shock response,1.643,-2.183,
Functional,Proliferation of epithelial cells,-0.748,-2.092,
Functional,Hepatobiliary carcinoma,0.273,-2.015,
Functional,Liver carcinoma,0.373,-1.977,
Functional,Transmigration of phagocytes,-0.191,-1.97,
Functional,Sarcoma,,-1.958,
Functional,Malignant connective or soft tissue neoplasm,,-1.958,
Functional,Connective tissue tumor,,-1.958,
Functional,Depletion of B lymphocytes,,-1.954,
Functional,Quantity of IgG2a,-0.504,-1.912,
Functional,Cellular infiltration by inflammatory leukocytes,1.996,-1.912,
Functional,Shape change of blood cells,,-1.8,
Functional,Microtubule dynamics,,-1.775,
Functional,Interaction of phagocytes,0.921,-1.752,
Functional,Growth of lesion,,-1.705,
Functional,Frequency of tumor,0.461,-1.704,
Functional,Organization of cytoplasm,,-1.699,
Functional,Organization of cytoskeleton,,-1.699,
Functional,Septic shock,1.689,-1.686,
Functional,Liver tumor,0.901,-1.68,
Functional,Thrombus,,-1.659,
Functional,Abdominal cancer,-0.041,-1.658,
Functional,Cellular infiltration by antigen presenting cells,,-1.633,
Functional,Formation of neutrophil extracellular trap,,-1.572,
Functional,Cell viability of granulocytes,,-1.561,
Functional,Respiratory burst of cells,,-1.524,
Functional,Quantity of bacteria,,-1.504,
Functional,Respiratory burst of granulocytes,,-1.474,
Functional,Replication of HIV-1,-0.463,-1.44,
Functional,Adhesion of endothelial cells,-0.453,-1.428,
Functional,Retinal vasculopathy,,-1.387,
Functional,Neovascularization of choroid,,-1.387,
Functional,Chemoattraction of neutrophils,,-1.378,
Functional,Tumorigenesis of epithelial neoplasm,0.176,-1.319,
Functional,Formation of epithelial neoplasm,0.224,-1.319,
Functional,Cell movement of smooth muscle cells,,-1.293,
Functional,Growth of organism,-1.824,-1.283,
Functional,Clearance of cells,0.831,-1.276,
Functional,Killing of leukocytes,-0.396,-1.214,
Functional,Hemolysis,,-1.195,
Functional,Induction of prostaglandin,,-1.165,
Functional,Chemotaxis of kidney cell lines,,-1.154,
Functional,Chemotaxis of epithelial cell lines,,-1.154,
Functional,Chemotaxis of embryonic cell lines,,-1.154,
Functional,Proliferation of blood cells,-1.589,-1.152,
Functional,Benign lesion,0.334,-1.106,
Functional,Migration of monocyte-derived dendritic cells,,-1.103,
Functional,Proliferation of myeloid cells,-0.978,-1.091,
Functional,Genitourinary carcinoma,-1.48,-1.067,
Functional,Sequestration of leukocytes,,-1.067,
Functional,Progression of malignant tumor,,-1.067,
Functional,Replication of encephalomyocarditis virus,,-1.067,
Functional,Proliferation of helper T lymphocytes,-1.857,-1.056,
Functional,Release of Ca2+,1.116,-1.046,
Functional,Cell viability of B lymphocytes,-1.39,-1.04,
Functional,Growth of renal glomerulus,,-1.026,
Functional,Recruitment of monocytes,,-1.018,
Functional,Fibrosis of liver,-0.119,-1.009,
Functional,Immune response of brain,-0.553,-1.002,
Functional,Wound,,-1,
Functional,Chemoattraction,1.546,-0.943,
Functional,Attraction of cells,1.73,-0.887,
Functional,Response of macrophages,1.152,-0.719,
Functional,Intrathoracic malignant tumor,1.378,-0.692,
Functional,Response of antigen presenting cells,1.071,-0.614,
Functional,Chemotaxis of mononuclear leukocytes,1.043,-0.572,
Functional,Engulfment of cells,1.399,-0.572,
Functional,Enlargement of lymphoid organ,1.181,-0.563,
Functional,Chemotaxis of leukocytes,1.919,-0.556,
Functional,Malignant genitourinary solid tumor,-1.092,-0.555,
Functional,Stimulation of T lymphocytes,-1.228,-0.505,
Functional,Malignant neoplasm of respiratory system,1.395,-0.425,
Functional,Influx of phagocytes,1.754,-0.301,
Functional,Cytostasis,1.01,-0.207,
Functional,Maturation of lymphocytes,-1.82,-0.16,
Functional,Asthma,1.664,0,
Functional,Immune response of antigen presenting cells,1.279,0.054,
Functional,Leukopenia,1.194,0.117,
Functional,Activation of dendritic cells,1.151,0.126,
Functional,Flux of ion,1.339,0.134,
Functional,Infection by Herpesviridae,-1.941,0.152,
Functional,Maturation of mononuclear leukocytes,-1.46,0.245,
Functional,Accumulation of antigen presenting cells,1.821,0.324,
Functional,Cell death of liver cells,2.914,0.34,
Functional,Cell death of hepatocytes,2.184,0.355,
Functional,Cell death of parenchymal cells,2.305,0.593,
Functional,Accumulation of macrophages,2.288,0.61,
Functional,Recruitment of lymphocytes,2.23,0.704,
Functional,Anemia,1.065,0.762,
Functional,Apoptosis of hepatocytes,2.219,0.861,
Functional,Apoptosis of liver cells,2.573,0.926,
Functional,Differentiation of macrophages,1.88,0.955,
Functional,Phospholipid flip-flop of phosphatidylserine,,1,
Functional,Quantity of Ca2+,-0.192,1.005,
Functional,Rheumatoid arthritis,-0.464,1.009,
Functional,Apoptosis of endothelial cells,1.264,1.088,
Functional,Fragmentation of DNA,1.396,1.108,
Functional,Experimental colitis,0.508,1.131,
Functional,Advanced extracranial solid tumor,0.651,1.131,
Functional,Cell death of B lymphocytes,1.903,1.131,
Functional,Pyroptosis,,1.165,
Functional,Differentiation of plasma cells,,1.185,
Functional,Cell death of oligodendrocytes,,1.214,
Functional,Necrosis of kidney,1.914,1.217,
Functional,Cell death of pneumocytes,,1.231,
Functional,Fragmentation of DNA fragment,,1.237,
Functional,Metabolism of DNA,,1.276,
Functional,Function of lymphatic system cells,-1.157,1.279,
Functional,Cell death of bone marrow cell lines,,1.284,
Functional,Chronic inflammatory disorder,0.441,1.347,
Functional,Skin lesion,1.426,1.399,
Functional,Quantity of myeloid-derived suppressor cells,,1.4,
Functional,Eosinophilia,1.949,1.408,
Functional,Myelopoiesis of leukocytes,1.071,1.418,
Functional,Necrosis of vascular endothelial cells,1.588,1.426,
Functional,Sexually transmitted disease,,1.452,
Functional,Non-traumatic arthropathy,0.113,1.549,
Functional,Abnormal morphology of mononuclear leukocytes,2.228,1.564,
Functional,Abnormal morphology of lymphocytes,2.228,1.564,
Functional,Abnormal morphology of leukocytes,2.584,1.564,
Functional,Abnormal morphology of immune system,2.584,1.564,
Functional,Apoptosis of dendritic cells,,1.709,
Functional,Cytotoxicity of leukocytes,1.682,1.735,
Functional,Monocytopoiesis,1.454,1.756,
Functional,Apoptosis of lymphoma cell lines,0.682,1.795,
Functional,Bleeding,,1.803,
Functional,Activation of cytotoxic T cells,,1.807,
Functional,Damage of kidney,,1.842,
Functional,Skin cancer,0.893,1.964,
Functional,Cytotoxicity of cells,1.485,2,
Functional,Relapsing-remitting multiple sclerosis,,2.236,
Functional,Apoptosis of hematopoietic cells,,2.338,
Functional,Cell death of lymphoma cell lines,0.796,2.362,
Functional,Apoptosis of hematopoietic cell lines,1.056,3.227,
Functional,Cell death of hematopoietic cell lines,1.436,3.638,
Functional,Growth of thymus gland,-2.345,,
Functional,Infection by coronavirus,-2.218,,
Functional,Formation of thymocytes,-2.116,,
Functional,Cell viability of tumor cell lines,-2.016,,
Functional,Urinary tract carcinoma,-2,,
Functional,Renal cell carcinoma,-2,,
Functional,Signal transduction,-2,,
Functional,Infection by mycobacteria,-1.974,,
Functional,Phosphorylation of protein,-1.95,,
Functional,Formation of thymus gland,-1.574,,
Functional,Quantity of thymus gland,-1.516,,
Functional,Cancer of secretory structure,-1.491,,
Functional,Expansion of progenitor cells,-1.447,,
Functional,Formation of lymphoid organ,-1.438,,
Functional,Assembly of cells,-1.31,,
Functional,Proliferation of mononuclear leukocytes,-1.24,,
Functional,Homeostasis of mononuclear leukocytes,-1.23,,
Functional,Quantity of progenitor cells,-1.077,,
Functional,Induction of T lymphocytes,-1.066,,
Functional,Genitourinary adenocarcinoma,-1.054,,
Functional,Proliferation of innate lymphoid cells,-1.051,,
Functional,Abnormal morphology of cardiovascular system,-1.023,,
Functional,Expansion of lymphatic system cells,-1.018,,
Functional,Expansion of blood cells,-1.016,,
Functional,Function of dendritic cells,1,,
Functional,Abnormal morphology of T lymphocytes,1.002,,
Functional,Development of antigen presenting cells,1.013,,
Functional,Response of granulocytes,1.017,,
Functional,Cytotoxicity of lymphatic system cells,1.045,,
Functional,Removal of cells,1.055,,
Functional,Mature B-cell lymphoma,1.067,,
Functional,Polarization of blood cells,1.107,,
Functional,Benign thyroid disease,1.122,,
Functional,Synthesis of fatty acid,1.124,,
Functional,Function of antigen presenting cells,1.134,,
Functional,Extravasation of leukocytes,1.158,,
Functional,Development of hematological system tumor,1.163,,
Functional,Priming of lymphocytes,1.182,,
Functional,Lymphopenia,1.198,,
Functional,Autophagy,1.216,,
Functional,Differentiation of naive T lymphocytes,1.251,,
Functional,Degradation of DNA,1.297,,
Functional,Autophagy of cells,1.3,,
Functional,Extravasation of myeloid cells,1.303,,
Functional,Dendropoiesis,1.32,,
Functional,Extravasation of phagocytes,1.321,,
Functional,Degranulation of cells,1.327,,
Functional,Cellular infiltration by blood cells,1.335,,
Functional,Cell death of lymphatic system cells,1.338,,
Functional,Cell death of endothelial cells,1.349,,
Functional,Toxicity of cells,1.362,,
Functional,Priming of mononuclear leukocytes,1.367,,
Functional,Lung tumor,1.377,,
Functional,Respiratory system tumor,1.377,,
Functional,Necrosis of muscle,1.393,,
Functional,Extravasation of cells,1.406,,
Functional,Differentiation of naive lymphocytes,1.439,,
Functional,Synthesis of prostaglandin E,1.441,,
Functional,Degranulation,1.444,,
Functional,B-cell non-Hodgkin lymphoma,1.446,,
Functional,Extravasation,1.452,,
Functional,Renal impairment,1.463,,
Functional,Atopy,1.47,,
Functional,Immediate hypersensitivity,1.47,,
Functional,Lack of lymphocytes,1.479,,
Functional,Phagocytosis of blood cells,1.481,,
Functional,T-cell non-Hodgkin lymphoma,1.52,,
Functional,Cell movement of blood cells,1.53,,
Functional,Glucose metabolism disorder,1.534,,
Functional,Homing of lymphatic system cells,1.628,,
Functional,Differentiation of CD4+ T-lymphocytes,1.637,,
Functional,Intrathoracic organ tumor,1.644,,
Functional,Thoracic neoplasm,1.644,,
Functional,Cell death of muscle cells,1.698,,
Functional,Priming of T lymphocytes,1.699,,
Functional,Recruitment of antigen presenting cells,1.747,,
Functional,Influx of leukocytes,1.748,,
Functional,Cell death of pancreatic cancer cell lines,1.786,,
Functional,Attraction of phagocytes,1.836,,
Functional,Apoptosis of muscle cells,1.868,,
Functional,Maturation of antigen presenting cells,1.88,,
Functional,Homing of lymphocytes,1.919,,
Functional,B-cell lymphoma,1.919,,
Functional,Influx of cells,1.953,,
Functional,Maturation of phagocytes,1.961,,
Functional,Apoptosis of cancer cells,1.974,,
Functional,Cell death of sarcoma cell lines,1.98,,
Functional,B cell cancer,2.006,,
Functional,Apoptosis of sarcoma cell lines,2.033,,
Functional,Abnormal morphology of B lymphocytes,2.035,,
Functional,Cell death of fibroblasts,2.085,,
Functional,Influx of granulocytes,2.113,,
Functional,Cell death of kidney cells,2.149,,
Functional,Apoptosis of fibroblasts,2.276,,
Functional,Hypoplasia of lymphoid organ,2.299,,
Functional,Cell death of embryonic cell lines,2.317,,
Functional,Influx of neutrophils,2.329,,
Functional,Non-Hodgkin lymphoma,2.372,,
Functional,Apoptosis of embryonic cell lines,2.422,,
Functional,Cell death of antigen presenting cells,2.476,,
Functional,Apoptosis of fibroblast cell lines,2.638,,
Functional,Cell death of liver,2.852,,
Functional,Cell death of macrophages,2.866,,
Functional,Cell death of fibroblast cell lines,2.871,,
Canonical,Osteoarthritis Pathway,-0.5,,-2.646
Canonical,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,-1.633,-2.828,-2.449
Canonical,Sheddase Signaling Pathway,-0.277,-1.342,-2.449
Canonical,Class I MHC mediated antigen processing and presentation,2.683,-1.633,-2.236
Canonical,Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway,0.243,,-2.236
Canonical,Molecular Mechanisms of Cancer,-1.121,-1.508,-2.138
Canonical,IL-8 Signaling,-0.535,-2.449,-2.121
Canonical,PI3K/AKT Signaling,-1.414,,-2
Canonical,Interleukin-4 and Interleukin-13 signaling,0,-1.897,-1.897
Canonical,Cyclophilin Signaling Pathway,-0.471,-2.121,-1.89
Canonical,Cardiac Hypertrophy Signaling (Enhanced),-1.347,-1.633,-1.89
Canonical,Neuroinflammation Signaling Pathway,2.6,-1.633,-1.89
Canonical,T Cell Receptor Signaling,-2.837,-1.342,-1.89
Canonical,Th2 Pathway,-0.832,-1,-1.89
Canonical,Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway,1,-1.342,-1.633
Canonical,Hepatic Cholestasis,1.342,0,-1.633
Canonical,Macrophage Alternative Activation Signaling Pathway,0.471,0.447,-1.633
Canonical,Cell surface interactions at the vascular wall,-0.302,,-1.633
Canonical,FAK Signaling,-0.73,-1.508,-1.508
Canonical,Hepatic Fibrosis Signaling Pathway,-0.2,-1.342,-1.414
Canonical,Coronavirus Pathogenesis Pathway,-1.342,-1.89,-1.342
Canonical,IL-4 Signaling,-1.604,-1.633,-1.342
Canonical,Systemic Lupus Erythematosus in T Cell Signaling Pathway,1.414,-1,-1.342
Canonical,NFKBIE Signaling Pathway,-0.832,0,-1.342
Canonical,IL-17 Signaling,0.258,0,-1.342
Canonical,Wound Healing Signaling Pathway,1.043,0,-1.342
Canonical,Irritable Bowel Syndrome Signaling Pathway,2.6,0.447,-1.342
Canonical,Integrin cell surface interactions,-1.633,,-1.342
Canonical,Neutrophil Extracellular Trap Signaling Pathway,0,-2.887,-1.134
Canonical,IL-33 Signaling Pathway,-0.728,-1.667,-1.134
Canonical,IL-6 Signaling,0.688,-1.633,-1.134
Canonical,"Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis",1.667,-1,-1.134
Canonical,NAFLD Signaling Pathway,1.964,0,-1.134
Canonical,Chronic Myeloid Leukemia Signaling,-1.291,-1.633,-1
Canonical,Dendritic Cell Maturation,1.279,-1.633,-1
Canonical,Acute Phase Response Signaling,0.728,-1.342,-1
Canonical,Eicosanoid Signaling,-1.604,-1,-1
Canonical,Interleukin-1 family signaling,0.5,-1,-1
Canonical,Communication between Innate and Adaptive Immune Cells,1.807,-0.816,-1
Canonical,Autism Signaling Pathway,1.897,0,-1
Canonical,Macrophage Classical Activation Signaling Pathway,2.2,0,-1
Canonical,Multiple Sclerosis Signaling Pathway,3.138,0.333,-1
Canonical,Tuberculosis Latent Signaling Pathway,-2.449,,-1
Canonical,Costimulation by the CD28 family,-1.667,,-1
Canonical,Leukocyte Extravasation Signaling,-0.816,,-1
Canonical,Epithelial Membrane Protein Signaling Pathway,-0.632,,-1
Canonical,Interleukin-10 signaling,2.111,0.378,-0.816
Canonical,Cachexia Signaling Pathway,2.191,0.707,-0.816
Canonical,Neutrophil degranulation,3.667,-1.387,-0.775
Canonical,HER-2 Signaling in Breast Cancer,-2.714,-0.447,-0.447
Canonical,Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway,2.496,1,-0.447
Canonical,TREM1 Signaling,2.111,,-0.447
Canonical,G-Protein Coupled Receptor Signaling,-1.225,-0.707,-0.378
Canonical,Pathogen Induced Cytokine Storm Signaling Pathway,4.003,0,-0.333
Canonical,Phagosome Formation,1.257,0,-0.302
Canonical,Serotonin Receptor Signaling,-1.414,-0.816,0
Canonical,Glycation Signaling Pathway,1.46,-0.632,0
Canonical,Role of NFAT in Regulation of the Immune Response,-2.84,-0.447,0
Canonical,Class A/1 (Rhodopsin-like receptors),1.528,0.302,0
Canonical,Parkinson's Signaling Pathway,2.324,0.816,0
Canonical,TEC Kinase Signaling,-0.277,1,0
Canonical,CGAS-STING Signaling Pathway,1.291,1,0
Canonical,ISGylation Signaling Pathway,2.982,1,0
Canonical,Zn Homeostasis Signaling Pathway,0,1.508,0.333
Canonical,Tumor Microenvironment Pathway,0.832,-2.236,0.378
Canonical,T Cell Exhaustion Signaling Pathway,1.606,1.134,0.378
Canonical,Hepatitis B Chronic Liver Pathogenesis Signaling Pathway,-0.229,-1.134,0.447
Canonical,IL-12 Signaling and Production in Macrophages,0.756,1.414,0.447
Canonical,p38 MAPK Signaling,1.807,,0.447
Canonical,Interferon gamma signaling,3.578,0.302,0.632
Canonical,Systemic Lupus Erythematosus in B Cell Signaling Pathway,1.567,0,0.707
Canonical,PPAR Signaling,-0.632,1,0.816
Canonical,Lung Ionic Balance Signaling Pathway,0.894,1.414,0.816
Canonical,IL-27 Signaling Pathway,2.828,2,0.816
Canonical,Tuberculosis Active Signaling Pathway,-1.512,1.387,0.832
Canonical,MSP-RON Signaling in Macrophages Pathway,0.302,1,1
Canonical,Role of PKR in Interferon Induction and Antiviral Response,1.225,1.134,1
Canonical,LXR/RXR Activation,-1.897,1.342,1
Canonical,CTLA4 Signaling in Cytotoxic T Lymphocytes,1.091,,1
Canonical,Toll-like Receptor Signaling,1.698,1,1.342
Canonical,"PD-1, PD-L1 cancer immunotherapy pathway",1.155,,1.342
Canonical,Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza,3.207,1.89,1.89
Canonical,ISG15 antiviral mechanism,2.449,1.633,2.236
Canonical,OAS antiviral response,2.449,2.236,2.236
Canonical,Interferon alpha/beta signaling,4.6,2.673,2.309
Canonical,Role of Tissue Factor in Cancer,-1.964,-2.236,
Canonical,PI3K Signaling in B Lymphocytes,-2.111,-2,
Canonical,ID1 Signaling Pathway,-1.897,-2,
Canonical,Signaling by the B Cell Receptor (BCR),-1.732,-2,
Canonical,Oxytocin Signaling Pathway,-1,-2,
Canonical,Prolactin Signaling,-0.707,-2,
Canonical,Role of JAK family kinases in IL-6-type Cytokine Signaling,0.302,-2,
Canonical,Colorectal Cancer Metastasis Signaling,0.832,-2,
Canonical,B Cell Receptor Signaling,-1.604,-1.633,
Canonical,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,0.775,-1.633,
Canonical,Erythropoietin Signaling Pathway,-1.667,-1.414,
Canonical,Sleep REM Signaling Pathway,-1.342,-1.342,
Canonical,RAR Activation,0.277,-1.342,
Canonical,Adrenergic Receptor Signaling Pathway (Enhanced),-2.121,-1,
Canonical,Endothelin-1 Signaling,-1.134,-1,
Canonical,Cholecystokinin/Gastrin-mediated Signaling,-1,-1,
Canonical,Role of JAK2 in Hormone-like Cytokine Signaling,-0.447,-1,
Canonical,HMGB1 Signaling,0,-1,
Canonical,Docosahexaenoic Acid (DHA) Signaling,-1,0,
Canonical,Crosstalk between Dendritic Cells and Natural Killer Cells,1.134,0,
Canonical,Complement System,1.134,0,
Canonical,Production of Nitric Oxide and Reactive Oxygen Species in Macrophages,1.414,0,
Canonical,TRIM21 Intracellular Antibody Signaling Pathway,2.065,0,
Canonical,Hematoma Resolution Signaling Pathway,-1.091,0.707,
Canonical,Complement cascade,1.508,1.134,
Canonical,Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses,2.183,1.633,
Canonical,Activation of IRF by Cytosolic Pattern Recognition Receptors,0.302,2,
Canonical,CD27 Signaling in Lymphocytes,-2.828,,
Canonical,Phospholipase C Signaling,-2.714,,
Canonical,PKCθ Signaling in T Lymphocytes,-2.673,,
Canonical,Opioid Signaling Pathway,-2.646,,
Canonical,ICOS-ICOSL Signaling in T Helper Cells,-2.646,,
Canonical,CD28 Signaling in T Helper Cells,-2.53,,
Canonical,Gαq Signaling,-2.449,,
Canonical,Protein Kinase A Signaling,-2.449,,
Canonical,Reelin Signaling in Neurons,-2.449,,
Canonical,Apelin Endothelial Signaling Pathway,-2.449,,
Canonical,HGF Signaling,-2.236,,
Canonical,CXCR4 Signaling,-2.236,,
Canonical,Syndecan interactions,-2.236,,
Canonical,Small Cell Lung Cancer Signaling,-2.236,,
Canonical,Gα12/13 Signaling,-2.236,,
Canonical,Response to elevated platelet cytosolic Ca2+,-2.121,,
Canonical,Role of NFAT in Cardiac Hypertrophy,-2.121,,
Canonical,Nuclear Cytoskeleton Signaling Pathway,-2.121,,
Canonical,Xenobiotic Metabolism General Signaling Pathway,-2.121,,
Canonical,Acute Myeloid Leukemia Signaling,-2,,
Canonical,Integration of energy metabolism,-2,,
Canonical,NGF Signaling,-2,,
Canonical,Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes,-1.941,,
Canonical,Oxytocin in Brain Signaling Pathway,-1.89,,
Canonical,RANK Signaling in Osteoclasts,-1.89,,
Canonical,Orexin Signaling Pathway,-1.89,,
Canonical,MAP kinase activation,-1.89,,
Canonical,GADD45 Signaling,-1.89,,
Canonical,Factors Promoting Cardiogenesis in Vertebrates,-1.89,,
Canonical,GNRH Signaling,-1.89,,
Canonical,TCR signaling,-1.732,,
Canonical,TGF-β Signaling,-1.667,,
Canonical,TAK1-dependent IKK and NF-kappa-B activation,-1.633,,
Canonical,Integrin Signaling,-1.633,,
Canonical,Thrombin Signaling,-1.633,,
